BuscoID,BUSCO_LittleSkate,BUSCO_Chicken,BUSCO_Human,BUSCO_Mouse,BUSCO_ThornySkate,BUSCO_Zebrafish
140071at7742,chr16&2920257,chr12&9112335,chr3&57556380,chr14&26665525,chr18&2953746,chr11&42506330
251896at7742,chr16&3521612,chr12&12225318,chr3&58428034,chr14&8166336,chr18&3512338,chr22&10201846
125500at7742,chr16&3539017,chr4&80934170,chr4&8366961,chr5&35588170,chr26&26555795,chr7&61764060
143004at7742,chr16&3821460,chr12&12285779,chr3&58820975,chr14&8431606,chr18&3751181,chr6&46259143
369735at7742,chr16&6123199,chr12&13920804,chr3&63834132,chr14&13949260,chr18&6087404,chr11&19603287
250310at7742,chr16&6234170,chr12&14010982,chr3&64013114,chr14&14112290,chr18&6191238,chr11&19502464
393128at7742,chr16&7429438,chr12&14762190,,,chr18&7451247,chr11&16217039
52065at7742,chr16&7532807,chr12&14848065,chr3&66380619,chr6&94607954,chr18&7577803,chr11&16333005
108888at7742,chr16&7840725,chr12&15000589,chr3&66998356,chr6&95117959,chr18&7880346,chr11&16574746
190562at7742,chr16&9137220,chr12&15676155,chr3&68977618,chr6&97112060,chr18&9331301,chr11&17726956
104081at7742,chr16&9162045,chr12&15680484,chr3&69020534,chr6&97138633,chr18&9353604,chr11&17763062
213511at7742,chr16&9276964,chr12&15715598,chr3&69109095,chr6&97238845,chr18&9476887,chr23&13815136
254316at7742,chr16&11809707,chr12&16859049,chr3&72750284,chr6&100599290,chr18&12238273,chr6&44094641
209931at7742,chr16&14576490,chr12&18506503,chr3&3129128,chr6&106769856,chr18&15188742,chr6&43226314
203253at7742,chr16&14593984,chr12&18513762,chr3&3150865,chr6&106780930,chr18&15206554,chr6&40457952
248762at7742,chr16&19002982,chr12&1855926,chr3&50341410,chr9&107547457,chr18&19963464,chr1&22691344
224537at7742,chr16&19161062,chr12&19699704,chr3&8869366,chr6&112656274,chr18&20149705,chr6&41808806
242979at7742,chr16&19656035,chr12&19854250,,chr6&113728350,chr18&20679568,chr22&31060079
351419at7742,chr16&20143184,chr12&20092433,chr3&129975817,chr6&92242563,chr18&21193204,chr8&54213987
180416at7742,chr16&20471450,chr12&19823535,chr3&9365069,chr6&113047447,chr18&21548481,chr6&21993605
228390at7742,chr16&20570241,chr12&2853423,chr3&49408334,chr9&108296936,chr18&21648646,chr8&26396684
373028at7742,chr16&20615594,chr12&2860143,chr3&49424833,chr9&108290531,chr18&21691721,chr22&33352018
214498at7742,chr16&21618032,chr12&1864437,chr3&50341570,chr9&107542376,,
213005at7742,chr16&22230643,chr12&514324,chr3&51933506,chr9&106477348,chr18&23552126,chr11&36215924
202302at7742,chr16&22790609,chr12&2808659,chr3&49727122,chr9&108024228,chr18&24163844,chr22&39068565
248693at7742,chr16&22853058,chr12&3535722,chr3&51984065,chr9&106433081,chr18&24218036,
309962at7742,chr16&23384427,chr12&1868577,chr3&50350993,chr9&107534479,chr18&24803708,chr8&25893515
325663at7742,chr16&23430655,chr12&19878301,chr3&129431501,chr6&115842485,chr18&24849131,chr8&54212021
38426at7742,chr16&23445514,chr12&19881538,chr3&129448148,chr6&115864072,chr18&24864746,
10757at7742,chr16&23553792,chr12&19926848,chr3&129556312,chr6&115955740,chr18&24977841,
125127at7742,chr16&23758748,chr12&9387282,chr3&48674544,chr9&108808484,chr18&25199072,chr22&94692
407321at7742,chr16&24123847,chr12&12043140,chr3&49022145,chr9&108565959,chr18&25535687,chr22&90364
122318at7742,chr16&24611770,chr12&11080523,chr3&126482345,chr6&90333319,chr18&26091652,chr6&40045648
303765at7742,chr16&24648941,chr12&11175707,chr3&14125194,chr6&91473887,chr18&26131115,
116202at7742,chr16&24662922,chr12&11188948,chr3&14145941,chr6&91490057,chr18&26143979,chr8&26003744
118365at7742,chr16&25219645,chr12&9559686,chr3&128620411,chr6&88084531,chr18&26783758,chr11&3888481
146782at7742,chr16&25506865,chr12&9790679,,,chr18&27085230,chr6&40821793
189983at7742,chr16&25931931,chr12&10073011,chr3&127673026,chr6&88836246,chr18&27510426,chr8&7097929
74629at7742,chr16&25985609,chr12&10138335,chr3&127599339,chr6&88884000,chr18&27607357,chr22&5634077
276779at7742,chr16&26052845,chr12&10154455,chr3&127573521,chr6&88902032,chr18&27654985,chr6&1535693
246371at7742,chr16&27162077,chr12&9520506,chr3&129279733,chr6&87914513,chr18&28833878,chr11&16168230
149083at7742,chr16&27623944,chr12&12046850,chr3&49015588,chr9&108569911,chr18&29331600,chr8&26083964
46117at7742,chr16&27660488,chr12&12051651,chr3&49007342,chr9&108572950,chr18&29357668,chr8&26232038
166429at7742,chr16&28150875,chr12&12072820,chr3&48927559,,chr18&29907374,chr8&26038332
328571at7742,chr16&28303494,chr12&2173521,chr3&50571123,chr9&107327580,chr18&30049155,chr6&41514952
412700at7742,chr16&28391192,chr12&2165236,chr3&50559657,chr9&107342350,chr18&30144267,chr6&53356149
84209at7742,chr16&28852498,,chr3&50269241,chr9&107593369,chr18&30623463,chr8&26586966
29623at7742,chr16&29326885,chr12&3155457,chr3&10028658,chr6&113533808,chr18&31112199,chr6&42291712
170944at7742,chr16&29631263,chr12&3404793,chr3&52290436,chr9&106155241,chr18&31434046,chr6&43019828
192574at7742,chr16&30051482,chr12&2973398,chr3&49829103,chr9&107951075,chr18&31863559,chr11&35163401
168949at7742,chr16&30738958,chr12&3012044,chr3&49909014,chr9&107898685,chr18&32568958,chr11&35173744
113805at7742,chr16&33068566,chr12&11825510,chr3&9649584,chr6&113237966,chr18&35017963,chr6&21700200
32396at7742,chr16&33490297,chr12&11778363,chr3&9428939,chr6&113105051,chr18&35466160,chr6&21797638
245053at7742,chr16&34105834,chr12&11664604,chr3&48432408,chr9&109089345,chr18&36082547,chr22&5657134
45427at7742,chr16&34111582,chr12&11861667,chr3&9732115,chr6&113308844,chr18&36098411,
322442at7742,chr16&34157946,chr12&11873225,chr3&9750317,chr6&113327256,chr18&36143905,chr8&46389195
228455at7742,chr16&34762245,chr12&11864932,chr3&9771044,chr6&113348170,chr18&36734262,chr11&16153231
344884at7742,chr16&38648759,chr12&5462970,chr3&129130081,chr6&87819096,chr18&41416333,chr11&476236
218806at7742,chr16&38888520,chr12&5327285,chr3&12489801,chr6&115547842,chr18&41683148,chr11&588222
280430at7742,chr16&39627094,chr12&4990565,chr3&11789631,chr6&115004443,chr18&42500715,chr11&772391
93778at7742,chr16&39958520,chr12&4790944,chr3&11287832,chr6&114672993,chr18&42875275,
213286at7742,chr16&43124368,chr2&1227988,chr2&119439152,chr6&55367786,chr7&56215475,chr23&40054906
24404at7742,chr16&43281728,chr12&3916274,chr9&92210807,chr13&49677575,chr18&46169690,
164002at7742,chr16&43475263,chr12&3843146,chr9&92297836,chr13&49634399,chr18&46374438,chr22&10425646
220642at7742,chr16&43943518,chr12&3691541,chr3&48440297,chr9&109059841,chr18&46883135,chr22&10545187
24566at7742,chr16&44029577,chr12&982813,chr3&52455642,chr14&31171568,chr18&46987680,chr22&10342526
174124at7742,chr16&44447952,chr1&54748423,chr12&103777829,chr14&31114738,,chr25&18928444
438396at7742,chr16&44541353,chr12&1100880,chr3&52536756,chr14&31124518,chr18&47516993,chr23&19675949
106060at7742,chr16&44713029,chr12&1185199,chr3&52732667,chr14&30951306,chr18&47678868,chr11&3995351
349595at7742,chr16&45104406,chr17&7155883,chr9&133331869,chr2&26892246,chr18&48300618,chr5&33275287
82217at7742,chr17&141269,chr11&10018024,chr19&33081194,chr7&35276722,,chr7&38265376
227816at7742,chr17&184748,chr11&17752369,chr16&85067072,chr8&120143888,chr17&861908,chr18&17441704
398841at7742,chr17&447270,chr11&18514582,chr16&88857151,chr8&122611661,chr17&1230418,chr7&55633509
224101at7742,chr17&510363,chr11&17770903,chr16&87326568,chr8&121550124,chr17&1577829,chr25&21856176
138901at7742,chr17&526563,chr11&18880202,chr16&68843618,chr8&106683153,chr17&1594401,chr18&17043611
170032at7742,chr17&603527,chr11&18896299,chr16&69130651,chr8&106894593,chr17&1673769,chr18&14600449
392383at7742,chr17&689534,chr11&18929528,chr16&69329770,chr8&107047114,chr17&1762081,chr18&14688659
173682at7742,chr17&781452,chr11&19838716,chr16&71568144,chr8&109991485,chr17&1855908,chr18&13164289
310457at7742,chr17&850899,chrZ&10550801,chr5&34891149,chr15&10486375,chr17&1902633,chr15&23781155
87762at7742,chr17&1772242,chr11&17809079,chr16&87410280,chr8&121602276,chr17&3341242,chr25&12579919
202773at7742,chr17&2097735,chr11&17893806,chr16&87708005,chr8&121796547,chr17&3721351,chr25&12707715
172204at7742,chr17&2503793,chr11&18023184,chr16&87975116,chr8&121974499,chr17&4153189,chr25&30466858
156420at7742,chr17&3918529,chr11&18348121,chr16&88508572,chr8&122316238,chr17&5568570,chr18&17271440
150497at7742,chr17&4189391,chr11&18820548,chr16&89873668,chr8&123373873,chr17&5938204,chr18&31138220
25377at7742,chr17&4444744,chr11&18778802,chr16&89738601,chr8&123268442,chr17&6196473,chr25&37448743
394065at7742,chr17&4646675,chr11&18933303,,chr8&107056935,chr17&6395478,chr18&5843144
109623at7742,chr17&5406541,chr11&18702344,,,chr17&7303454,chr7&56152698
17720at7742,chr17&5592597,chr11&18614267,chr16&89268478,chr8&122884151,chr17&7473009,chr7&56359486
272309at7742,chr17&6224937,chr11&18421999,chr16&88652525,chr8&122434095,chr17&8309379,chr18&31057285
218284at7742,chr17&6344659,chr11&18433821,chr16&88706531,chr8&122476228,chr17&8437767,chr7&55279101
236895at7742,chr17&6690420,chr11&18458083,chr16&88803832,chr8&122568056,chr17&8781426,chr7&55498648
389339at7742,chr17&6709798,chr11&18462893,chr16&88809335,chr16&47072168,chr17&8800350,chr7&55532642
286595at7742,chr17&6734470,chr11&19737923,chr16&71860018,chr8&109709488,chr17&8832731,chr7&69370876
106313at7742,chr17&6760013,chr11&19748636,chr16&71849741,chr8&109729425,,chr7&69415393
272002at7742,chr17&6769948,chr11&19039858,chr16&69742227,chr8&107405175,chr17&8869144,chr18&5861755
236910at7742,chr17&6819696,chr11&18930604,chr16&69330839,chr8&107048808,chr17&8902173,chr18&5850847
271228at7742,chr17&6926551,chr11&19719587,chr16&72008765,chr8&109594077,chr17&9007793,chr7&56517014
323970at7742,chr17&7374268,chr11&19912456,chr16&75539994,chr8&111913932,chr17&9465477,chr25&34845518
155482at7742,chr17&7477783,chr11&19879304,chr16&75600216,chr8&111968406,chr17&9558769,chr25&34811195
312987at7742,chr17&8105056,chr11&19074922,chr16&74296915,chr8&107580884,chr17&10200523,chr7&67310420
42469at7742,chr17&8125710,chr11&19707408,chr16&72096158,chr8&109548399,chr17&10221959,chr7&67751128
122955at7742,chr17&10601335,chr11&18766980,chr16&89707861,chr8&123243096,chr17&12767535,chr18&14634024
386844at7742,chr17&10764509,chr11&18765432,chr16&89697334,chr8&123233268,,chr18&14682670
119120at7742,chr17&11051285,chr11&15474797,chr16&81315114,chr8&117158135,chr17&13238086,chr18&13071312
96933at7742,chr17&11276392,chr11&15586998,chr16&81607043,chr8&117372004,chr17&13456857,chr18&13326724
402610at7742,chr17&11859525,chr11&15802956,chr16&82148731,chr8&117792186,chr17&14029285,chr25&35952747
174872at7742,chr17&13209845,chr11&16541979,chr16&83899067,chr8&119395060,chr17&15418208,chr18&14233827
322470at7742,chr17&13872692,chr11&16713805,chr16&84311301,chr8&119663484,chr17&16163860,chr18&14595825
399473at7742,chr17&14188866,chr11&16819339,chr16&84566845,chr8&119810245,chr17&16495032,chr18&13204088
130125at7742,chr17&14234307,chr11&16838055,chr16&84650547,chr8&119865020,chr17&16542299,chr18&13195835
287466at7742,chr17&15871063,chr11&17367168,chr16&86532011,chr8&121098712,chr17&18228737,chr18&30906445
220049at7742,chr17&16574081,chr11&17590885,chr16&85884953,chr8&120739818,chr17&18973884,chr18&30568038
362673at7742,chr17&16829543,chr11&17631261,chr16&85678212,chr8&120581686,chr17&19241750,chr18&30481272
202558at7742,chr17&17599257,chr11&15378075,chr16&81035871,chr8&116943427,chr17&20013747,chr18&29948225
335620at7742,chr17&17627707,chr11&15370596,chr16&81001640,chr8&116921774,chr17&20037159,chr18&29899056
369081at7742,chr17&20218657,chr11&14040648,chr16&78022627,chr8&114418086,chr17&22828723,chr7&65383456
280447at7742,chr17&20272573,chr11&13962779,chr16&77788683,chr8&114234718,chr17&22889191,chr7&65292586
418345at7742,chr17&23640882,chr11&11431157,chr16&66604806,chr8&104340749,chr17&27094212,chr7&44608481
175198at7742,chr17&23900475,chr11&11323748,chr16&66783012,chr8&104491161,chr17&27387771,chr7&44763717
412521at7742,chr17&24020945,chr11&11194095,chr16&66932203,chr8&104639989,chr17&27503589,chr7&44967290
363812at7742,chr17&24133563,chr11&11137921,chr19&34404431,chr7&34184681,chr17&27634160,chr25&30442443
63057at7742,chr17&24150875,chr11&10895866,chr19&34300474,,,chr18&336478
127587at7742,chr17&24282366,chr11&11120344,chr19&34428433,chr7&34141285,chr17&27805764,chr25&12811823
211943at7742,chr17&24845190,chr11&18375170,chr16&88578325,chrX&78855408,chr17&28454341,chr18&17079987
338746at7742,chr17&25047246,chr11&561994,chr16&57462725,chr8&94857556,chr17&28664695,chr25&14369895
328514at7742,chr17&25061425,chr11&575795,chr18&26580576,chr8&94823097,chr17&28691586,chr25&14398668
263251at7742,chr17&25144638,chr11&2479586,chr16&84145441,chr8&119575362,chr17&28830160,chr7&29012140
175036at7742,chr17&25942009,chr11&1504820,chr16&71283608,chr8&110221060,chr17&29949943,chr7&24715221
245117at7742,chr17&26389685,chr11&1407196,chr16&58515538,chr8&95715937,chr17&30419443,chr25&17349448
97039at7742,chr17&26853109,chr19&1001513,chr7&66996979,chr5&130257190,chr28&25617727,
44800at7742,chr17&27067354,chr11&1766723,chr16&70463191,chr8&110882967,chr17&30736194,chr25&7565923
86001at7742,chr17&27121479,chr11&1751196,chr16&70481010,chr8&110847051,chr17&30791891,chr7&29024301
25752at7742,chr17&27176542,chr11&1723303,chr16&70538389,chr8&110810941,chr17&30839379,chr18&18551100
99006at7742,chr17&27602828,chr11&1649846,chr16&70687928,chr8&110618890,,chr25&17590578
104501at7742,chr17&28836625,chr11&1000835,chr16&67199327,chr2&165290361,chr17&32604168,chr25&17433161
405030at7742,chr17&29026579,chr11&1010658,chr16&67227219,chr8&105326469,chr17&32796249,chr7&52154413
176317at7742,chr17&29471470,chr11&2144904,chr16&56451613,chr8&94037289,chr17&33380399,chr7&29095471
381974at7742,chr17&29689775,chr11&2155936,chr16&56432712,,chr17&33606149,chr18&22721900
93229at7742,chr17&29763438,chr11&2128524,chr16&56484761,chr8&94068276,chr17&33681955,chr18&17516896
385740at7742,chr17&29947128,chr11&379612,chr16&58392602,chr8&95633598,chr17&33889330,chr25&13400141
109315at7742,chr17&30268007,chr11&492126,chr16&57737244,chr8&95082854,chr17&34268795,chr7&52161697
362453at7742,chr17&30632776,chr11&288022,chr16&68301275,chr8&106201022,chr17&34651238,chr7&28612807
52059at7742,chr17&30651135,chr11&1902228,chr16&74836992,chr8&111441335,,chr18&5875268
207707at7742,chr17&30755440,chr11&1865474,chr16&74623928,,chr17&34786422,chr25&37250169
53548at7742,chr17&30915676,chr11&1782179,chr16&70120493,chr8&111101867,chr17&34969075,chr18&50838887
88086at7742,chr17&31216674,chr11&271548,chr16&68315980,chr8&106212477,chr17&35270529,chr25&14409254
259863at7742,chr17&31256812,chr11&2432662,chr16&67149277,chr8&105253555,chr17&35309465,chr18&17512196
149872at7742,chr17&31278738,chr11&2392162,chr16&67114236,chr8&105225423,chr17&35330944,chr18&17493859
416336at7742,chr17&31370276,chr11&2344436,chr16&67029408,chr8&105170976,chr17&35432087,
319288at7742,chr17&31768285,chr11&2445784,chr16&67154649,chr8&105258985,chr17&35849336,chr7&29116515
37796at7742,chr17&31901436,chr11&2501594,chr16&84054449,chr8&119508779,chr17&35992129,chr18&21645788
248163at7742,chr17&32113512,chr5&23740434,chr11&46603530,chr2&91712196,,chr7&38806894
228275at7742,chr17&32258947,chr11&1892371,chr16&74714190,chr8&111346442,chr17&36374324,chr25&13562709
323076at7742,chr17&32888099,chr11&450329,chr16&58001484,chr8&95332362,chr17&37026478,chr25&13677462
368813at7742,chr17&33112626,chr11&616033,chr16&56932245,chr8&94386592,chr17&37254495,chr18&17600856
414201at7742,chr17&33506916,chr11&709445,chr4&152927446,chr8&94575637,chr17&37680390,chr18&17708285
137788at7742,chr17&33591957,chr11&727764,chr16&57204659,chr8&94622986,chr17&37738583,chr18&17727148
401063at7742,chr17&33618862,chr11&751600,chr12&52746537,chr8&94666864,chr17&37802240,chr18&18871403
403744at7742,chr17&34545522,chr11&1397876,chr16&67482636,chr8&105566756,chr17&38773836,
28267at7742,chr17&34721794,chr11&913222,chr16&67873262,chr8&105881077,chr17&38934737,chr18&21862718
140317at7742,chr17&34863205,chr11&866398,chr16&67828267,chr8&105844872,chr17&39097147,chr21&6395970
225241at7742,chr17&35619257,chr14&14622278,chr19&49979094,,chr17&39936559,chr7&29066137
183251at7742,chr17&36614133,chr11&3407569,chr16&68030100,chr8&106015840,chr17&41004516,chr25&36250055
264251at7742,chr17&36686465,chr11&3423355,chr16&68021580,chr8&106009802,chr17&41073510,chr7&34963862
208314at7742,chr17&38694595,chr11&4795093,chr16&53807501,chr8&91400213,chr17&43206472,chr7&36236191
300584at7742,chr17&38964822,chr11&4966517,chr16&53492412,chr8&91124571,chr17&43486603,chr7&36470221
56852at7742,chr17&40550439,chr11&6145411,chr16&50749699,chr8&88705376,,chr7&37516106
224305at7742,chr17&41118238,chr11&6508700,,chr8&88332488,chr17&45526473,chr7&37728016
218524at7742,chr17&41272785,chr11&6592615,chr16&50197669,chr8&88239509,chr17&45689031,chr7&37862929
152755at7742,chr17&41330929,chr11&6634034,chr16&50066132,chr8&88138020,chr17&45753407,chr7&37898782
408199at7742,chr17&41379576,chr11&6652764,chrX&103634939,chr8&88118845,chr17&45808103,chr7&38260390
76178at7742,chr17&42283621,chr11&7288149,chr16&48542904,chr8&86844687,chr17&46821712,chr18&18406260
82833at7742,chr17&42406799,chr11&7379919,chr16&48244389,chr8&86624184,chr17&46919792,chr18&18476072
128901at7742,chr17&42757208,chr11&7578846,,,chr17&47269002,
79012at7742,chr17&43144593,chr11&7826802,chr16&46659933,chr8&85257992,chr17&47673409,chr7&41758329
380379at7742,chr17&43524751,chr11&8355856,chr19&29606319,chr7&38263173,chr17&48085786,chr7&45963741
157162at7742,chr17&43937559,chr11&9749737,chr19&32345649,chr7&35775961,chr17&48556817,chr7&47226495
303814at7742,chr17&45411081,chr11&8502946,chr19&29967708,chr7&37961515,chr17&50067621,chr18&14694491
235347at7742,chr18&58678,chr1&26819368,chr7&113083609,chr6&13835791,chr19&64910,chr4&6644891
277226at7742,chr18&78627,chr1&26909443,chr7&112821744,chr6&13625156,chr19&88620,chr25&21767553
209386at7742,chr18&256135,chr1&27109461,chr7&112275096,chr12&40315717,chr19&271712,chr25&21716288
342620at7742,chr18&1299459,chr1&72612679,chr12&27710844,chr6&147042795,chr19&1326130,chr25&2333708
244272at7742,chr18&1587119,chr1&71980780,chr12&12661201,chr6&134869213,chr19&1661833,chr4&129163
433076at7742,chr18&1609914,chr1&71960977,chr12&12619798,chr6&134830430,chr19&1675108,chr4&121822
407871at7742,chr18&1681453,chr1&71806847,chr12&12415757,chr6&134641200,chr19&1738785,chr25&17921134
255782at7742,chr18&2422949,chr5&23873396,chr11&46372100,chr2&91921902,chr20&32295317,chr7&39181860
264239at7742,chr18&2979914,chr1&59939498,,chr17&66095173,chr19&3059845,chr18&6477050
145564at7742,chr18&3013288,chr1&53286656,chr22&32387992,chr10&85939012,,chr4&676840
298884at7742,chr18&3042049,chr1&53229062,chr22&32475003,chr10&86022023,chr19&3213302,chr4&686318
340971at7742,chr18&3162008,chr1&68517612,chr22&43133043,chr15&83547520,chr19&3376366,chr4&18846677
300767at7742,chr18&3385531,chr1&75333891,chr12&2858244,chr6&128365705,chr19&3583388,chr4&5806974
236145at7742,chr18&3470629,chr1&75380858,chr12&2812761,chr6&128410314,chr19&3675250,chr4&17539241
